Title,Genre,Actors,Recom
Minority Report,"Action, Crime, Mystery","Tom Cruise, Colin Farrell, Samantha Morton, Max von Sydow, Steve Harris, Neal McDonough, Patrick Kilpatrick, Jessica Capshaw, Richard Coca, Keith Campbell, Kirk B.R. Woller, Klea Scott, Frank Grillo, Anna Maria Horsford, Sarah Simmons, Eugene Osment, James Henderson, Vene L. Arcoraci","War of the Worlds, Edge of Tomorrow, Oblivion, I, Robot, District 9, Looper, The Last Samurai, Elysium, Collateral, Minority Report, Twelve Monkeys, I Am Legend"
Arrival,"Drama, Mystery, Sci-Fi","Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg, Mark O'Brien, Tzi Ma, Abigail Pniowsky, Julia Scarlett Dan, Jadyn Malone, Frank Schorpion, Lucas Chartier-Dessert, Christian Jadah, Lucy Van Oldenbarneveld, Andrew Shaver, Pat Kiely, Sonia Vigneault, Mark Camacho, Sabrina Reeves","The Martian, Blade Runner 2049, Gravity, Edge of Tomorrow, Ex Machina, Sicario, Dunkirk, The Revenant, Her, Prisoners, District 9, I Am Legend"
Gravity,"Drama, Sci-Fi, Thriller","Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen, Phaldut Sharma, Amy Warren, Basher Savage","The Martian, Life of Pi, Arrival, The Revenant, I Am Legend, The Imitation Game, Edge of Tomorrow, Dunkirk, World War Z, District 9, Aningaaq, The Pursuit of Happyness"
Looper,"Action, Drama, Sci-Fi","Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano, Noah Segan, Piper Perabo, Jeff Daniels, Pierce Gagnon, Qing Xu, Tracie Thoms, Frank Brennan, Garret Dillahunt, Nick Gomez, Marcus Hester, Jon Eyez, Kevin Stillwell, Thirl Haston, James Landry Hébert","District 9, Source Code, Limitless, Edge of Tomorrow, Minority Report, I, Robot, Elysium, Oblivion, I Am Legend, Brick, Twelve Monkeys, Children of Men"
War of the Worlds,"Action, Adventure, Sci-Fi","Tom Cruise, Dakota Fanning, Tim Robbins, Miranda Otto, Justin Chatwin, Rick Gonzalez, Yul Vazquez, Lenny Venito, Lisa Ann Walter, Ann Robinson, Gene Barry, David Alan Basche, Roz Abrams, Michael Brownlee, Camillia Monet, Marlon Young, John Eddins, Peter Gerety","Minority Report, The Day After Tomorrow, Oblivion, I, Robot, Edge of Tomorrow, War of the Worlds, Independence Day, The Last Samurai, The War of the Worlds, I Am Legend, World War Z, Valkyrie"
Jack Reacher: Never Go Back,"Action, Crime, Drama","Tom Cruise, Cobie Smulders, Aldis Hodge, Robert Knepper, Danika Yarosh, Patrick Heusinger, Holt McCallany, Judd Lormand, Christopher Berry, Hunter Burke, Jason Douglas, Lizeth Hutchings, Marisela Zumbado, Alexandra Lucchesi, Madalyn Horcher, Robert Catrini, Anthony Molinari, Theo Kypri","Jack Reacher, Mission: Impossible - Rogue Nation, Mission: Impossible - Ghost Protocol, Mission: Impossible - Fallout, Mission: Impossible III, Mission: Impossible II, Mission: Impossible, Knight and Day, American Made, Jason Bourne, Oblivion, Jack Reacher: When the Man Comes Around"
War of the Worlds,"Drama, Mystery, Sci-Fi","Léa Drucker, Gabriel Byrne, Bayo Gbadamosi, Ty Tennant, Paul Gorostidi, Emilie de Preissac, Daisy Edgar-Jones, Natasha Little, Pearl Chanda, Aaron Heffernan, Stephen Campbell Moore, Ania Sowinski, Mathieu Torloting, Stéphane Caillard, Adel Bencherif, Elizabeth McGovern, Pieter Genard, Lukas Haas","The War of the Worlds, The Peripheral, La Brea, See, The X Files, Andor, The Devil's Hour, Falling Skies, For All Mankind, The Expanse: One Ship, The Old Man, Invasion"
The Last Samurai,"Action, Drama","Tom Cruise, Ken Watanabe, Billy Connolly, William Atherton, Chad Lindberg, Ray Godshall Sr., Tony Goldwyn, Masato Harada, Masashi Odate, John Koyama, Timothy Spall, Shichinosuke Nakamura, Togo Igawa, Satoshi Nikaido, Shintaro Wada, Shin Koyamada, Hiroyuki Sanada, Shun Sugata","Troy, 300, Valkyrie, Minority Report, Kingdom of Heaven, Jerry Maguire, Edge of Tomorrow, War of the Worlds, Enemy at the Gates, The Last Samurai, Mission: Impossible, Blood Diamond"
Valkyrie,"Drama, History, Thriller","Tom Cruise, Bill Nighy, Carice van Houten, Kenneth Branagh, Tom Wilkinson, Thomas Kretschmann, Terence Stamp, Eddie Izzard, Kevin McNally, Christian Berkel, Jamie Parker, David Bamber, Tom Hollander, David Schofield, Kenneth Cranham, Halina Reijn, Werner Daehn, Harvey Friedman","The Last Samurai, Enemy at the Gates, Defiance, Black Hawk Down, War of the Worlds, Pearl Harbor, Born on the Fourth of July, We Were Soldiers, Lions for Lambs, Minority Report, Knight and Day, Jerry Maguire"
Troy,"Drama, History","Brad Pitt, Eric Bana, Orlando Bloom, Julian Glover, Brian Cox, Nathan Jones, Adoni Maropis, Jacob Smith, John Shrapnel, Brendan Gleeson, Diane Kruger, Siri Svegler, Lucie Barat, Ken Bones, Manuel Cauchi, Mark Lewis Jones, Garrett Hedlund, Sean Bean","300, The Last Samurai, Kingdom of Heaven, 300: Rise of an Empire, Mr. & Mrs. Smith, World War Z, Fury, I Am Legend, Vier gegen die Bank, Black Hawk Down, The Patriot, Gladiator"
300,"Action, Drama","Gerard Butler, Lena Headey, David Wenham, Dominic West, Vincent Regan, Michael Fassbender, Tom Wisdom, Andrew Pleavin, Andrew Tiernan, Rodrigo Santoro, Giovani Cimmino, Stephen McHattie, Greg Kramer, Alex Ivanovici, Kelly Craig, Eli Snyder, Tyler Neitzel, Tim Connolly","300: Rise of an Empire, Troy, I Am Legend, I, Robot, World War Z, Watchmen, The Last Samurai, Hancock, Men in Black, Sherlock Holmes, Edge of Tomorrow, District 9"
Kingdom of Heaven,"Action, Adventure, Drama","Orlando Bloom, Eva Green, Liam Neeson, Martin Hancock, Michael Sheen, Nathalie Cox, Eriq Ebouaney, Jouko Ahola, David Thewlis, Philip Glenister, Bronson Webb, Kevin McKidd, Nikolaj Coster-Waldau, Steven Robertson, Marton Csokas, Alexander Siddig, Velibor Topic, Michael Shaeffer","Troy, Robin Hood, The Last Samurai, King Arthur, Master and Commander: The Far Side of the World, Black Hawk Down, The Patriot, Enemy at the Gates, 300, 300: Rise of an Empire, The Last of the Mohicans, Exodus: Gods and Kings"
Jerry Maguire,"Comedy, Drama, Romance","Tom Cruise, Cuba Gooding Jr., Renée Zellweger, Kelly Preston, Jerry O'Connell, Jay Mohr, Bonnie Hunt, Regina King, Jonathan Lipnicki, Todd Louiso, Mark Pellington, Jeremy Suarez, Jared Jussim, Benjamin Kimball Smith, Ingrid Beer, Jann Wenner, Nada Despotovich, Alexandra Wentworth","A Few Good Men, Rain Man, The Firm, Vanilla Sky, Born on the Fourth of July, Days of Thunder, The Last Samurai, Risky Business, Mission: Impossible, Valkyrie, Minority Report, Far and Away"
Enemy at the Gates,"Action, Drama, War","Jude Law, Ed Harris, Joseph Fiennes, Rachel Weisz, Bob Hoskins, Ron Perlman, Eva Mattes, Gabriel Thomson, Matthias Habich, Sophie Rois, Ivan Shvedoff, Mario Bandi, Hans Martin Stier, Clemens Schick, Mikhail Matveev, Alexander Schwan, Lenn Kudrjawizki, Hendrik Arnst","Black Hawk Down, We Were Soldiers, Valkyrie, The Patriot, Defiance, Pearl Harbor, Kingdom of Heaven, Master and Commander: The Far Side of the World, The Last Samurai, Fury, Lone Survivor, Enemy at the Gate"
Mission: Impossible,"Action, Adventure, Thriller","Tom Cruise, Jon Voight, Emmanuelle Béart, Henry Czerny, Jean Reno, Ving Rhames, Kristin Scott Thomas, Vanessa Redgrave, Ingeborga Dapkunaite, Valentina Yakunina, Marek Vasut, Nathan Osgood, John McLaughlin, Rolf Saxon, Karel Dobrý, Andreas Wisniewski, David Shaeffer, Rudolf Pechan","Mission: Impossible II, Mission: Impossible III, Mission: Impossible - Ghost Protocol, Mission: Impossible - Rogue Nation, Mission: Impossible - Fallout, Jack Reacher, The Bourne Identity, The Bourne Supremacy, Jack Reacher: Never Go Back, Minority Report, The Bourne Ultimatum, The Last Samurai"
Blood Diamond,"Adventure, Drama, Thriller","Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers, Arnold Vosloo, Antony Coleman, Benu Mabhena, Anointing Lukola, David Harewood, Basil Wallace, Jimi Mistry, Michael Sheen, Marius Weyers, Stephen Collins, Ntare Guma Mbaho Mwine, Bouba Badiane, Ato Essandoh, Percy Matsemela","Gangs of New York, The Revenant, The Pursuit of Happyness, The Aviator, The Great Gatsby, Cast Away, The Curious Case of Benjamin Button, Captain Phillips, Catch Me If You Can, I Am Legend, The Martian, American Sniper"
Fury,"Action, Drama, War","Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña, Jon Bernthal, Jim Parrack, Brad William Henke, Kevin Vance, Xavier Samuel, Jason Isaacs, Anamaria Marinca, Alicia von Rittberg, Scott Eastwood, Laurence Spellman, Daniel Betts, Adam Ganne, Eric Kofi-Abrefa, Osi Okerafor","American Sniper, Dunkirk, Hacksaw Ridge, The Revenant, World War Z, I Am Legend, The Martian, 1917, Saving Private Ryan, Lone Survivor, Inglourious Basterds, Blood Diamond"
Vier gegen die Bank,"Comedy, Crime","Til Schweiger, Matthias Schweighöfer, Michael Herbig, Jan Josef Liefers, Antje Traue, Alexandra Maria Lara, Thomas Heinze, Jana Pallaske, Claudia Michelsen, Leopold Hornung, Tamer Tirasoglu, Thomas Gimbel, Sven Martinek, David Schütter, Fredderik Collins, Manfred Callsen, Christoph Gareisen, Jasmin Gassmann","Keinohrhasen, Fack ju Göhte 2, 100 Dinge, Der geilste Tag, Hot Dog, Der Schuh des Manitu, Willkommen bei den Hartmanns, Fack ju Göhte 3, Zweiohrküken, Kokowääh, Vaterfreuden, Kokowääh 2"
Black Hawk Down,"Action, Drama, History","Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana, William Fichtner, Ewen Bremner, Sam Shepard, Gabriel Casseus, Kim Coates, Hugh Dancy, Ron Eldard, Ioan Gruffudd, Tom Guiry, Charlie Hofheimer, Danny Hoch, Jason Isaacs, Zeljko Ivanek, Glenn Morshower","Lone Survivor, American Sniper, The Hurt Locker, Enemy at the Gates, Zero Dark Thirty, Black Hawk Down, Pearl Harbor, Fury, We Were Soldiers, 13 Hours: The Secret Soldiers of Benghazi, The Patriot, Troy"
The Patriot,"Action, Drama, History","Mel Gibson, Heath Ledger, Joely Richardson, Jason Isaacs, Chris Cooper, Tchéky Karyo, Rene Auberjonois, Lisa Brenner, Tom Wilkinson, Donal Logue, Leon Rippy, Adam Baldwin, Jay Arlen Jones, Joey D. Vieira, Gregory Smith, Mika Boorem, Skye McCole Bartusiak, Trevor Morgan","We Were Soldiers, Pearl Harbor, Braveheart, Enemy at the Gates, Black Hawk Down, The Last of the Mohicans, Kingdom of Heaven, Master and Commander: The Far Side of the World, Troy, The Last Samurai, Robin Hood, The Patriot"
Gladiator,"Action, Adventure, Drama","Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris, Derek Jacobi, Djimon Hounsou, David Schofield, John Shrapnel, Tomas Arana, Ralf Moeller, Spencer Treat Clark, David Hemmings, Tommy Flanagan, Sven-Ole Thorsen, Omid Djalili, Nicholas McGaughey, Chris Kell","Saving Private Ryan, The Green Mile, Forrest Gump, The Silence of the Lambs, The Departed, Se7en, Inception, The Matrix, Braveheart, Django Unchained, The Prestige, American History X"
American Sniper,"Action, Biography, Drama","Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis, Ben Reed, Elise Robertson, Luke Sunshine, Troy Vincent, Brandon Salgado Telis, Keir O'Donnell, Marnette Patterson, Jason Hall, Billy Miller, Leonard Roberts, Jason Walsh, Reynaldo Gallegos, Kevin Lacz, Jake McDorman","Lone Survivor, Fury, Black Hawk Down, Captain Phillips, The Hurt Locker, I Am Legend, The Revenant, The Mule, Blood Diamond, Limitless, The Hangover, Dunkirk"
Dunkirk,"Action, Drama, History","Fionn Whitehead, Barry Keoghan, Mark Rylance, Tom Hardy, Damien Bonnard, Aneurin Barnard, Lee Armstrong, James Bloor, Tom Glynn-Carney, Jack Lowden, Luke Thompson, Michel Biel, Constantin Balsan, Billy Howle, Mikey Collins, Callum Blake, Dean Ridge, Bobby Lockwood","1917, The Revenant, Tenet, Fury, The Martian, Hacksaw Ridge, Inception, The Imitation Game, The Hateful Eight, Arrival, Mad Max: Fury Road, The Dunkirk Spirit: Behind the Making of the Movie"
Hacksaw Ridge,"Biography, Drama, History","Andrew Garfield, Sam Worthington, Luke Bracey, Teresa Palmer, Richard Pyros, Jacob Warner, Milo Gibson, Darcy Bryce, Roman Guerriero, James Lugton, Kasia Stelmach, Hugo Weaving, Rachel Griffiths, Jarin Towney, Tim McGarry, Tyler Coppin, Richard Platt, Nathaniel Buzolic","1917, Fury, Dunkirk, Saving Private Ryan, Ford v Ferrari, Catch Me If You Can, Mad Max: Fury Road, Green Book, Inglourious Basterds, Braveheart, The Revenant, 12 Years a Slave"
The Revenant,"Action, Adventure, Drama","Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson, Forrest Goodluck, Paul Anderson, Kristoffer Joner, Joshua Burge, Duane Howard, Melaw Nakehk'o, Fabrice Adde, Arthur RedCloud, Christopher Rosamond, Robert Moloney, Lukas Haas, Brendan Fletcher, Tyson Wood, McCaleb Burnett","The Martian, Dunkirk, The Hateful Eight, Django Unchained, The Wolf of Wall Street, Shutter Island, Mad Max: Fury Road, Once Upon a Time... in Hollywood, Inglourious Basterds, Catch Me If You Can, Blood Diamond, Birdman or (The Unexpected Virtue of Ignorance)"
1917,"Action, Drama, War","Dean-Charles Chapman, George MacKay, Daniel Mays, Colin Firth, Pip Carter, Andy Apollo, Paul Tinto, Josef Davies, Billy Postlethwaite, Gabriel Akuwudike, Andrew Scott, Spike Leighton, Robert Maaser, Gerran Howell, Adam Hugill, Mark Strong, Richard McCabe, Benjamin Adams","Dunkirk, Hacksaw Ridge, Joker, Saving Private Ryan, Inglourious Basterds, Green Book, Parasite, Django Unchained, Ford v Ferrari, The Wolf of Wall Street, 1917: The Real Story, Shutter Island"
Saving Private Ryan,"Drama, War","Tom Hanks, Matt Damon, Tom Sizemore, Edward Burns, Barry Pepper, Adam Goldberg, Vin Diesel, Giovanni Ribisi, Jeremy Davies, Ted Danson, Paul Giamatti, Dennis Farina, Joerg Stadler, Max Martini, Dylan Bruno, Daniel Cerqueira, Demetri Goritsas, Ian Porter","The Green Mile, Forrest Gump, Gladiator, Schindler's List, The Silence of the Lambs, Se7en, Pulp Fiction, Goodfellas, Inception, The Matrix, The Departed, Fight Club"
Lone Survivor,"Action, Biography, Drama","Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster, Yousuf Azami, Ali Suliman, Eric Bana, Alexander Ludwig, Rich Ting, Dan Bilzerian, Jerry Ferrara, Rick Vargas, Scott Elrod, Gregory Rockwood, Ryan Kay, Patrick Griffin, Josh Berry, Eric Steinig","American Sniper, Black Hawk Down, 13 Hours: The Secret Soldiers of Benghazi, Shooter, The Hurt Locker, Fury, Zero Dark Thirty, Deepwater Horizon, 12 Strong, Captain Phillips, Patriots Day, End of Watch"
Inglourious Basterds,"Adventure, Drama, War","Brad Pitt, Diane Kruger, Eli Roth, Mélanie Laurent, Christoph Waltz, Michael Fassbender, Daniel Brühl, Til Schweiger, Gedeon Burkhard, Jacky Ido, B.J. Novak, Omar Doom, August Diehl, Denis Ménochet, Sylvester Groth, Martin Wuttke, Mike Myers, Julie Dreyfus","Django Unchained, Pulp Fiction, The Wolf of Wall Street, Shutter Island, The Hateful Eight, Kill Bill: Vol. 1, Reservoir Dogs, Fight Club, Se7en, Inception, Joker, Catch Me If You Can"
Captain Phillips,"Action, Biography, Crime","Tom Hanks, Barkhad Abdi, Barkhad Abdirahman, Catherine Keener, Faysal Ahmed, Mahat M. Ali, Michael Chernus, David Warshofsky, Corey Johnson, Chris Mulkey, Yul Vazquez, Max Martini, Omar Berdouni, Mohamed Ali, Issak Farah Samatar, Thomas Grube, Mark Holden, San Shella","Sully, Cast Away, American Sniper, The Terminal, Blood Diamond, Lone Survivor, The Hurt Locker, Bridge of Spies, The Da Vinci Code, Apollo 13, Fury, Black Hawk Down"
The Hurt Locker,"Drama, Thriller, War","Jeremy Renner, Anthony Mackie, Brian Geraghty, Guy Pearce, Ralph Fiennes, David Morse, Evangeline Lilly, Christian Camargo, Suhail Dabbach, Christopher Sayegh, Nabil Koni, Sam Spruell, Sam Redford, Feisal Sadoun, Barrie Rice, Imad Dadudi, Erin Gann, Justin Campbell","Zero Dark Thirty, Black Hawk Down, Lone Survivor, American Sniper, Argo, Captain Phillips, The Town, Slumdog Millionaire, Jarhead, Fury, 13 Hours: The Secret Soldiers of Benghazi, Shooter"
The Mule,"Crime, Drama, Thriller","Clint Eastwood, Patrick L. Reyes, Cesar De León, Gustavo Muñoz, Jackie Prucha, Richard Herd, Adam Drescher, Christi McClintock, Keith Flippen, Alison Eastwood, Kinsley Isla Dillon, Dianne Wiest, Joe Knezevich, Megan Leahy, Taissa Farmiga, Austin Freeman, Victor Rasuk, Robert LaSardo","Gran Torino, Richard Jewell, Cry Macho, In the Line of Fire, A Perfect World, Space Cowboys, Escape from Alcatraz, American Sniper, Million Dollar Baby, Heartbreak Ridge, Sully, The Bridges of Madison County"
The Hangover,Comedy,"Zach Galifianakis, Bradley Cooper, Justin Bartha, Ed Helms, Heather Graham, Sasha Barrese, Jeffrey Tambor, Ken Jeong, Rachael Harris, Mike Tyson, Mike Epps, Jernard Burks, Rob Riggle, Cleo King, Bryan Callen, Matt Walsh, Ian Anthony Dale, Michael Li","The Hangover Part II, The Hangover Part III, Ted, 21 Jump Street, Superbad, 22 Jump Street, The 40 Year Old Virgin, We're the Millers, Due Date, Horrible Bosses, Zombieland, Ted 2"
Tenet,"Action, Sci-Fi, Thriller","John David Washington, Robert Pattinson, Elizabeth Debicki, Juhan Ulfsak, Jefferson Hall, Ivo Uukkivi, Andrew Howard, Rich Ceraulo Ko, Jonathan Camp, Wes Chatham, Sander Rebane, Martin Donovan, Clémence Poésy, Josh Stewart, Dimple Kapadia, Denzil Smith, Jeremy Theobald, Michael Caine","Dunkirk, Inception, Blade Runner 2049, Interstellar, The Prestige, Once Upon a Time... in Hollywood, 1917, Arrival, The Dark Knight Rises, Dune, Batman Begins, The Dark Knight"
The Imitation Game,"Biography, Drama, Thriller","Benedict Cumberbatch, Keira Knightley, Matthew Goode, Allen Leech, Rory Kinnear, Matthew Beard, Charles Dance, Mark Strong, James Northcote, Tom Goodman-Hill, Steven Waddington, Ilan Goodman, Jack Tarlton, Alex Lawther, Jack Bannon, Tuppence Middleton, Dominic Charman, James G. Nunn","The Theory of Everything, The Martian, Life of Pi, The King's Speech, The Social Network, The Revenant, The Pursuit of Happyness, Dunkirk, Gravity, The Great Gatsby, Dallas Buyers Club, The Curious Case of Benjamin Button"
The Hateful Eight,"Crime, Drama, Mystery","Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir, Tim Roth, Michael Madsen, Bruce Dern, James Parks, Dana Gourrier, Zoë Bell, Lee Horsley, Gene Jones, Keith Jefferson, Craig Stark, Belinda Owino, Channing Tatum, Quentin Tarantino","Django Unchained, Kill Bill: Vol. 2, Inglourious Basterds, Once Upon a Time... in Hollywood, Reservoir Dogs, Kill Bill: Vol. 1, The Revenant, Pulp Fiction, No Country for Old Men, The Wolf of Wall Street, Jackie Brown, Death Proof"
Mad Max: Fury Road,"Action, Adventure, Sci-Fi","Tom Hardy, Charlize Theron, Nicholas Hoult, Zoë Kravitz, Hugh Keays-Byrne, Josh Helman, Nathan Jones, Rosie Huntington-Whiteley, Riley Keough, Abbey Lee, Courtney Eaton, John Howard, Richard Carter, Iota, Angus Sampson, Jennifer Hagan, Megan Gale, Melissa Jaffer","Logan, Django Unchained, The Dark Knight Rises, The Revenant, Inglourious Basterds, The Wolf of Wall Street, Batman Begins, Shutter Island, Catch Me If You Can, Joker, Inception, Kill Bill: Vol. 1"
Logan,"Action, Drama, Sci-Fi","Hugh Jackman, Patrick Stewart, Dafne Keen, Boyd Holbrook, Stephen Merchant, Elizabeth Rodriguez, Richard E. Grant, Eriq La Salle, Elise Neal, Quincy Fouse, Al Coronel, Frank Gallegos, Anthony Escobar, Reynaldo Gallegos, Krzysztof Soszynski, Stephen Dunlevy, Daniel Bernhardt, Ryan Sturz","Deadpool, X-Men: Days of Future Past, The Wolverine, Deadpool 2, Avengers: Infinity War, Guardians of the Galaxy, The Dark Knight Rises, Batman Begins, Avengers: Endgame, X: First Class, Mad Max: Fury Road, The Avengers"
Django Unchained,"Drama, Western","Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, David Steen, Dana Gourrier, Nichole Galicia, Laura Cayouette, Ato Essandoh, Sammi Rotibi, Clay Donahue Fontenot, Escalante Lundy, Miriam F. Glover, Don Johnson","Inglourious Basterds, The Wolf of Wall Street, Pulp Fiction, Shutter Island, The Hateful Eight, Fight Club, Inception, Se7en, Joker, Forrest Gump, Catch Me If You Can, Kill Bill: Vol. 1"
